case_id,pers_id,sentence_date,release_date,crime_type,ed_level,original_sentence_date,original_release_date,original_release_date_plus_1,original_release_date_plus_2,original_release_date_plus_3
350,24570,2010-02-13T00:00:00Z,2010-07-03T00:00:00Z,Drug,Associate degree,2010-02-13T00:00:00Z,2010-07-03T00:00:00Z,2011-07-03T00:00:00Z,2012-07-03T00:00:00Z,2013-07-03T00:00:00Z
354,24895,2009-06-22T00:00:00Z,2010-06-21T00:00:00Z,Violent,Less than high school,2009-06-22T00:00:00Z,2010-06-21T00:00:00Z,2011-06-21T00:00:00Z,2012-06-21T00:00:00Z,2013-06-21T00:00:00Z
355,24895,2010-11-28T00:00:00Z,2012-01-31T00:00:00Z,Violent,Less than high school,2009-06-22T00:00:00Z,2010-06-21T00:00:00Z,2011-06-21T00:00:00Z,2012-06-21T00:00:00Z,2013-06-21T00:00:00Z
356,24895,2013-02-25T00:00:00Z,2014-04-22T00:00:00Z,Drug,Less than high school,2009-06-22T00:00:00Z,2010-06-21T00:00:00Z,2011-06-21T00:00:00Z,2012-06-21T00:00:00Z,2013-06-21T00:00:00Z
363,25440,2008-07-05T00:00:00Z,2010-06-17T00:00:00Z,Violent,High school degree,2008-07-05T00:00:00Z,2010-06-17T00:00:00Z,2011-06-17T00:00:00Z,2012-06-17T00:00:00Z,2013-06-17T00:00:00Z
367,25765,2008-06-11T00:00:00Z,2010-01-02T00:00:00Z,Drug,High school degree,2008-06-11T00:00:00Z,2010-01-02T00:00:00Z,2011-01-02T00:00:00Z,2012-01-02T00:00:00Z,2013-01-02T00:00:00Z
368,25765,2012-04-19T00:00:00Z,2014-04-20T00:00:00Z,Violent,High school degree,2008-06-11T00:00:00Z,2010-01-02T00:00:00Z,2011-01-02T00:00:00Z,2012-01-02T00:00:00Z,2013-01-02T00:00:00Z
374,26310,2009-11-03T00:00:00Z,2010-04-27T00:00:00Z,Drug,Less than high school,2009-11-03T00:00:00Z,2010-04-27T00:00:00Z,2011-04-27T00:00:00Z,2012-04-27T00:00:00Z,2013-04-27T00:00:00Z
375,26310,2011-07-03T00:00:00Z,2012-07-02T00:00:00Z,Violent,Less than high school,2009-11-03T00:00:00Z,2010-04-27T00:00:00Z,2011-04-27T00:00:00Z,2012-04-27T00:00:00Z,2013-04-27T00:00:00Z
376,26310,2014-03-22T00:00:00Z,2014-07-15T00:00:00Z,Public,Less than high school,2009-11-03T00:00:00Z,2010-04-27T00:00:00Z,2011-04-27T00:00:00Z,2012-04-27T00:00:00Z,2013-04-27T00:00:00Z
380,26635,2009-02-05T00:00:00Z,2010-06-20T00:00:00Z,Violent,Associate degree,2009-02-05T00:00:00Z,2010-06-20T00:00:00Z,2011-06-20T00:00:00Z,2012-06-20T00:00:00Z,2013-06-20T00:00:00Z
381,26635,2012-03-09T00:00:00Z,2012-05-14T00:00:00Z,Drug,Associate degree,2009-02-05T00:00:00Z,2010-06-20T00:00:00Z,2011-06-20T00:00:00Z,2012-06-20T00:00:00Z,2013-06-20T00:00:00Z
388,27180,2008-05-29T00:00:00Z,2010-09-09T00:00:00Z,Drug,Less than high school,2008-05-29T00:00:00Z,2010-09-09T00:00:00Z,2011-09-09T00:00:00Z,2012-09-09T00:00:00Z,2013-09-09T00:00:00Z
389,27180,2010-10-23T00:00:00Z,2011-04-02T00:00:00Z,Drug,Less than high school,2008-05-29T00:00:00Z,2010-09-09T00:00:00Z,2011-09-09T00:00:00Z,2012-09-09T00:00:00Z,2013-09-09T00:00:00Z
390,27180,2012-09-25T00:00:00Z,2014-06-01T00:00:00Z,Violent,Less than high school,2008-05-29T00:00:00Z,2010-09-09T00:00:00Z,2011-09-09T00:00:00Z,2012-09-09T00:00:00Z,2013-09-09T00:00:00Z
393,27505,2008-11-07T00:00:00Z,2010-07-30T00:00:00Z,Drug,Less than high school,2008-11-07T00:00:00Z,2010-07-30T00:00:00Z,2011-07-30T00:00:00Z,2012-07-30T00:00:00Z,2013-07-30T00:00:00Z
394,27505,2012-10-15T00:00:00Z,2013-12-18T00:00:00Z,Drug,Less than high school,2008-11-07T00:00:00Z,2010-07-30T00:00:00Z,2011-07-30T00:00:00Z,2012-07-30T00:00:00Z,2013-07-30T00:00:00Z
398,27830,2008-11-12T00:00:00Z,2010-10-07T00:00:00Z,Drug,Some college,2008-11-12T00:00:00Z,2010-10-07T00:00:00Z,2011-10-07T00:00:00Z,2012-10-07T00:00:00Z,2013-10-07T00:00:00Z
399,27830,2012-07-05T00:00:00Z,2014-04-25T00:00:00Z,Violent,Some college,2008-11-12T00:00:00Z,2010-10-07T00:00:00Z,2011-10-07T00:00:00Z,2012-10-07T00:00:00Z,2013-10-07T00:00:00Z
403,28050,2007-08-22T00:00:00Z,2010-05-03T00:00:00Z,Drug,High school degree,2007-08-22T00:00:00Z,2010-05-03T00:00:00Z,2011-05-03T00:00:00Z,2012-05-03T00:00:00Z,2013-05-03T00:00:00Z
404,28050,2011-07-04T00:00:00Z,2013-09-06T00:00:00Z,Violent,High school degree,2007-08-22T00:00:00Z,2010-05-03T00:00:00Z,2011-05-03T00:00:00Z,2012-05-03T00:00:00Z,2013-05-03T00:00:00Z
408,28375,2008-06-30T00:00:00Z,2010-01-18T00:00:00Z,Property,Less than high school,2008-06-30T00:00:00Z,2010-01-18T00:00:00Z,2011-01-18T00:00:00Z,2012-01-18T00:00:00Z,2013-01-18T00:00:00Z
409,28375,2010-08-20T00:00:00Z,2010-11-05T00:00:00Z,Public,Less than high school,2008-06-30T00:00:00Z,2010-01-18T00:00:00Z,2011-01-18T00:00:00Z,2012-01-18T00:00:00Z,2013-01-18T00:00:00Z
410,28375,2011-08-20T00:00:00Z,2013-06-13T00:00:00Z,Drug,Less than high school,2008-06-30T00:00:00Z,2010-01-18T00:00:00Z,2011-01-18T00:00:00Z,2012-01-18T00:00:00Z,2013-01-18T00:00:00Z
414,28700,2009-09-05T00:00:00Z,2010-10-24T00:00:00Z,Violent,High school degree,2009-09-05T00:00:00Z,2010-10-24T00:00:00Z,2011-10-24T00:00:00Z,2012-10-24T00:00:00Z,2013-10-24T00:00:00Z
422,29245,2008-05-03T00:00:00Z,2010-04-29T00:00:00Z,Drug,High school degree,2008-05-03T00:00:00Z,2010-04-29T00:00:00Z,2011-04-29T00:00:00Z,2012-04-29T00:00:00Z,2013-04-29T00:00:00Z
423,29245,2011-12-20T00:00:00Z,2013-07-16T00:00:00Z,Drug,High school degree,2008-05-03T00:00:00Z,2010-04-29T00:00:00Z,2011-04-29T00:00:00Z,2012-04-29T00:00:00Z,2013-04-29T00:00:00Z
427,29570,2009-12-21T00:00:00Z,2010-09-26T00:00:00Z,Public,High school degree,2009-12-21T00:00:00Z,2010-09-26T00:00:00Z,2011-09-26T00:00:00Z,2012-09-26T00:00:00Z,2013-09-26T00:00:00Z
433,30115,2008-05-20T00:00:00Z,2010-05-14T00:00:00Z,Drug,High school degree,2008-05-20T00:00:00Z,2010-05-14T00:00:00Z,2011-05-14T00:00:00Z,2012-05-14T00:00:00Z,2013-05-14T00:00:00Z
436,30440,2009-02-07T00:00:00Z,2010-07-22T00:00:00Z,Drug,High school degree,2009-02-07T00:00:00Z,2010-07-22T00:00:00Z,2011-07-22T00:00:00Z,2012-07-22T00:00:00Z,2013-07-22T00:00:00Z
440,30765,2010-05-06T00:00:00Z,2010-12-14T00:00:00Z,Property,High school degree,2010-05-06T00:00:00Z,2010-12-14T00:00:00Z,2011-12-14T00:00:00Z,2012-12-14T00:00:00Z,2013-12-14T00:00:00Z
441,30765,2012-11-05T00:00:00Z,2014-09-18T00:00:00Z,Drug,High school degree,2010-05-06T00:00:00Z,2010-12-14T00:00:00Z,2011-12-14T00:00:00Z,2012-12-14T00:00:00Z,2013-12-14T00:00:00Z
445,30985,2009-08-17T00:00:00Z,2010-03-27T00:00:00Z,Drug,High school degree,2009-08-17T00:00:00Z,2010-03-27T00:00:00Z,2011-03-27T00:00:00Z,2012-03-27T00:00:00Z,2013-03-27T00:00:00Z
448,31310,2009-08-26T00:00:00Z,2010-08-16T00:00:00Z,Public,Less than high school,2009-08-26T00:00:00Z,2010-08-16T00:00:00Z,2011-08-16T00:00:00Z,2012-08-16T00:00:00Z,2013-08-16T00:00:00Z
449,31310,2011-03-18T00:00:00Z,2012-05-07T00:00:00Z,Drug,Less than high school,2009-08-26T00:00:00Z,2010-08-16T00:00:00Z,2011-08-16T00:00:00Z,2012-08-16T00:00:00Z,2013-08-16T00:00:00Z
449,31310,2011-03-18T00:00:00Z,2012-05-07T00:00:00Z,Drug,Less than high school,2009-08-26T00:00:00Z,2010-08-16T00:00:00Z,2011-08-16T00:00:00Z,2012-08-16T00:00:00Z,2013-08-16T00:00:00Z
450,31310,2013-08-18T00:00:00Z,2013-10-17T00:00:00Z,Drug,Less than high school,2009-08-26T00:00:00Z,2010-08-16T00:00:00Z,2011-08-16T00:00:00Z,2012-08-16T00:00:00Z,2013-08-16T00:00:00Z
453,31635,2007-06-06T00:00:00Z,2010-03-28T00:00:00Z,Violent,High school degree,2007-06-06T00:00:00Z,2010-03-28T00:00:00Z,2011-03-28T00:00:00Z,2012-03-28T00:00:00Z,2013-03-28T00:00:00Z
454,31635,2010-12-17T00:00:00Z,2012-02-10T00:00:00Z,Property,High school degree,2007-06-06T00:00:00Z,2010-03-28T00:00:00Z,2011-03-28T00:00:00Z,2012-03-28T00:00:00Z,2013-03-28T00:00:00Z
465,32505,2009-09-18T00:00:00Z,2010-06-10T00:00:00Z,Property,High school degree,2009-09-18T00:00:00Z,2010-06-10T00:00:00Z,2011-06-10T00:00:00Z,2012-06-10T00:00:00Z,2013-06-10T00:00:00Z
466,32505,2011-12-09T00:00:00Z,2012-03-12T00:00:00Z,Property,High school degree,2009-09-18T00:00:00Z,2010-06-10T00:00:00Z,2011-06-10T00:00:00Z,2012-06-10T00:00:00Z,2013-06-10T00:00:00Z
473,33050,2009-08-22T00:00:00Z,2010-07-25T00:00:00Z,Drug,Less than high school,2009-08-22T00:00:00Z,2010-07-25T00:00:00Z,2011-07-25T00:00:00Z,2012-07-25T00:00:00Z,2013-07-25T00:00:00Z
474,33050,2011-08-05T00:00:00Z,2011-12-31T00:00:00Z,Public,Less than high school,2009-08-22T00:00:00Z,2010-07-25T00:00:00Z,2011-07-25T00:00:00Z,2012-07-25T00:00:00Z,2013-07-25T00:00:00Z
475,33050,2013-08-08T00:00:00Z,2014-10-13T00:00:00Z,Property,Less than high school,2009-08-22T00:00:00Z,2010-07-25T00:00:00Z,2011-07-25T00:00:00Z,2012-07-25T00:00:00Z,2013-07-25T00:00:00Z
479,33375,2008-11-16T00:00:00Z,2010-07-17T00:00:00Z,Violent,Less than high school,2008-11-16T00:00:00Z,2010-07-17T00:00:00Z,2011-07-17T00:00:00Z,2012-07-17T00:00:00Z,2013-07-17T00:00:00Z
480,33375,2012-09-26T00:00:00Z,2014-04-09T00:00:00Z,Drug,Less than high school,2008-11-16T00:00:00Z,2010-07-17T00:00:00Z,2011-07-17T00:00:00Z,2012-07-17T00:00:00Z,2013-07-17T00:00:00Z
487,33920,2007-09-30T00:00:00Z,2010-02-01T00:00:00Z,Drug,Bachelor's degree or higher',2007-09-30T00:00:00Z,2010-02-01T00:00:00Z,2011-02-01T00:00:00Z,2012-02-01T00:00:00Z,2013-02-01T00:00:00Z
488,33920,2011-04-14T00:00:00Z,2011-08-04T00:00:00Z,Violent,Bachelor's degree or higher',2007-09-30T00:00:00Z,2010-02-01T00:00:00Z,2011-02-01T00:00:00Z,2012-02-01T00:00:00Z,2013-02-01T00:00:00Z
489,33920,2012-03-23T00:00:00Z,2013-03-15T00:00:00Z,Property,Bachelor's degree or higher',2007-09-30T00:00:00Z,2010-02-01T00:00:00Z,2011-02-01T00:00:00Z,2012-02-01T00:00:00Z,2013-02-01T00:00:00Z
492,34245,2009-03-17T00:00:00Z,2010-02-23T00:00:00Z,Property,Less than high school,2009-03-17T00:00:00Z,2010-02-23T00:00:00Z,2011-02-23T00:00:00Z,2012-02-23T00:00:00Z,2013-02-23T00:00:00Z
493,34245,2011-12-26T00:00:00Z,2014-02-10T00:00:00Z,Violent,Less than high school,2009-03-17T00:00:00Z,2010-02-23T00:00:00Z,2011-02-23T00:00:00Z,2012-02-23T00:00:00Z,2013-02-23T00:00:00Z
497,34570,2008-04-09T00:00:00Z,2010-03-17T00:00:00Z,Violent,High school degree,2008-04-09T00:00:00Z,2010-03-17T00:00:00Z,2011-03-17T00:00:00Z,2012-03-17T00:00:00Z,2013-03-17T00:00:00Z
501,34790,2007-09-03T00:00:00Z,2010-02-19T00:00:00Z,Violent,Bachelor's degree or higher',2007-09-03T00:00:00Z,2010-02-19T00:00:00Z,2011-02-19T00:00:00Z,2012-02-19T00:00:00Z,2013-02-19T00:00:00Z
501,34790,2007-09-03T00:00:00Z,2010-02-19T00:00:00Z,Violent,Bachelor's degree or higher',2007-09-03T00:00:00Z,2010-02-19T00:00:00Z,2011-02-19T00:00:00Z,2012-02-19T00:00:00Z,2013-02-19T00:00:00Z
501,34790,2007-09-03T00:00:00Z,2010-02-19T00:00:00Z,Violent,Bachelor's degree or higher',2007-09-03T00:00:00Z,2010-02-19T00:00:00Z,2011-02-19T00:00:00Z,2012-02-19T00:00:00Z,2013-02-19T00:00:00Z
501,34790,2007-09-03T00:00:00Z,2010-02-19T00:00:00Z,Violent,Bachelor's degree or higher',2007-09-03T00:00:00Z,2010-02-19T00:00:00Z,2011-02-19T00:00:00Z,2012-02-19T00:00:00Z,2013-02-19T00:00:00Z
505,35115,2009-09-12T00:00:00Z,2010-10-14T00:00:00Z,Drug,Less than high school,2009-09-12T00:00:00Z,2010-10-14T00:00:00Z,2011-10-14T00:00:00Z,2012-10-14T00:00:00Z,2013-10-14T00:00:00Z
506,35115,2012-05-04T00:00:00Z,2014-03-04T00:00:00Z,Violent,Less than high school,2009-09-12T00:00:00Z,2010-10-14T00:00:00Z,2011-10-14T00:00:00Z,2012-10-14T00:00:00Z,2013-10-14T00:00:00Z
510,35440,2007-12-30T00:00:00Z,2010-03-03T00:00:00Z,Violent,High school degree,2007-12-30T00:00:00Z,2010-03-03T00:00:00Z,2011-03-03T00:00:00Z,2012-03-03T00:00:00Z,2013-03-03T00:00:00Z
518,35985,2010-02-06T00:00:00Z,2010-09-25T00:00:00Z,Violent,Associate degree,2010-02-06T00:00:00Z,2010-09-25T00:00:00Z,2011-09-25T00:00:00Z,2012-09-25T00:00:00Z,2013-09-25T00:00:00Z
522,36310,2009-02-14T00:00:00Z,2010-09-24T00:00:00Z,Drug,Some college,2009-02-14T00:00:00Z,2010-09-24T00:00:00Z,2011-09-24T00:00:00Z,2012-09-24T00:00:00Z,2013-09-24T00:00:00Z
528,36855,2007-07-04T00:00:00Z,2010-04-03T00:00:00Z,Drug,High school degree,2007-07-04T00:00:00Z,2010-04-03T00:00:00Z,2011-04-03T00:00:00Z,2012-04-03T00:00:00Z,2013-04-03T00:00:00Z
529,36855,2011-08-09T00:00:00Z,2011-12-19T00:00:00Z,Public,High school degree,2007-07-04T00:00:00Z,2010-04-03T00:00:00Z,2011-04-03T00:00:00Z,2012-04-03T00:00:00Z,2013-04-03T00:00:00Z
530,36855,2012-07-04T00:00:00Z,2012-12-19T00:00:00Z,Public,High school degree,2007-07-04T00:00:00Z,2010-04-03T00:00:00Z,2011-04-03T00:00:00Z,2012-04-03T00:00:00Z,2013-04-03T00:00:00Z
533,37180,2008-03-27T00:00:00Z,2010-04-27T00:00:00Z,Violent,High school degree,2008-03-27T00:00:00Z,2010-04-27T00:00:00Z,2011-04-27T00:00:00Z,2012-04-27T00:00:00Z,2013-04-27T00:00:00Z
534,37180,2011-11-26T00:00:00Z,2012-06-16T00:00:00Z,Property,High school degree,2008-03-27T00:00:00Z,2010-04-27T00:00:00Z,2011-04-27T00:00:00Z,2012-04-27T00:00:00Z,2013-04-27T00:00:00Z
535,37180,2013-07-24T00:00:00Z,2014-02-13T00:00:00Z,Drug,High school degree,2008-03-27T00:00:00Z,2010-04-27T00:00:00Z,2011-04-27T00:00:00Z,2012-04-27T00:00:00Z,2013-04-27T00:00:00Z
539,37505,2008-02-26T00:00:00Z,2010-03-21T00:00:00Z,Drug,High school degree,2008-02-26T00:00:00Z,2010-03-21T00:00:00Z,2011-03-21T00:00:00Z,2012-03-21T00:00:00Z,2013-03-21T00:00:00Z
540,37505,2011-11-02T00:00:00Z,2013-04-21T00:00:00Z,Drug,High school degree,2008-02-26T00:00:00Z,2010-03-21T00:00:00Z,2011-03-21T00:00:00Z,2012-03-21T00:00:00Z,2013-03-21T00:00:00Z
544,37725,2008-06-01T00:00:00Z,2010-12-20T00:00:00Z,Drug,High school degree,2008-06-01T00:00:00Z,2010-12-20T00:00:00Z,2011-12-20T00:00:00Z,2012-12-20T00:00:00Z,2013-12-20T00:00:00Z
547,38050,2009-06-25T00:00:00Z,2010-06-27T00:00:00Z,Drug,Associate degree,2009-06-25T00:00:00Z,2010-06-27T00:00:00Z,2011-06-27T00:00:00Z,2012-06-27T00:00:00Z,2013-06-27T00:00:00Z
550,38375,2009-01-03T00:00:00Z,2010-12-26T00:00:00Z,Drug,Less than high school,2009-01-03T00:00:00Z,2010-12-26T00:00:00Z,2011-12-26T00:00:00Z,2012-12-26T00:00:00Z,2013-12-26T00:00:00Z
557,38920,2008-09-14T00:00:00Z,2010-03-25T00:00:00Z,Violent,Associate degree,2008-09-14T00:00:00Z,2010-03-25T00:00:00Z,2011-03-25T00:00:00Z,2012-03-25T00:00:00Z,2013-03-25T00:00:00Z
561,39245,2007-12-09T00:00:00Z,2010-05-01T00:00:00Z,Violent,High school degree,2007-12-09T00:00:00Z,2010-05-01T00:00:00Z,2011-05-01T00:00:00Z,2012-05-01T00:00:00Z,2013-05-01T00:00:00Z
569,39790,2009-03-14T00:00:00Z,2010-09-28T00:00:00Z,Property,Less than high school,2009-03-14T00:00:00Z,2010-09-28T00:00:00Z,2011-09-28T00:00:00Z,2012-09-28T00:00:00Z,2013-09-28T00:00:00Z
570,39790,2011-08-21T00:00:00Z,2012-12-16T00:00:00Z,Drug,Less than high school,2009-03-14T00:00:00Z,2010-09-28T00:00:00Z,2011-09-28T00:00:00Z,2012-09-28T00:00:00Z,2013-09-28T00:00:00Z
574,40115,2007-11-15T00:00:00Z,2010-08-17T00:00:00Z,Violent,High school degree,2007-11-15T00:00:00Z,2010-08-17T00:00:00Z,2011-08-17T00:00:00Z,2012-08-17T00:00:00Z,2013-08-17T00:00:00Z
581,40660,2007-08-13T00:00:00Z,2010-04-16T00:00:00Z,Drug,Bachelor's degree or higher',2007-08-13T00:00:00Z,2010-04-16T00:00:00Z,2011-04-16T00:00:00Z,2012-04-16T00:00:00Z,2013-04-16T00:00:00Z
582,40660,2012-07-06T00:00:00Z,2013-10-23T00:00:00Z,Drug,Bachelor's degree or higher',2007-08-13T00:00:00Z,2010-04-16T00:00:00Z,2011-04-16T00:00:00Z,2012-04-16T00:00:00Z,2013-04-16T00:00:00Z
585,40985,2008-09-28T00:00:00Z,2010-07-04T00:00:00Z,Violent,High school degree,2008-09-28T00:00:00Z,2010-07-04T00:00:00Z,2011-07-04T00:00:00Z,2012-07-04T00:00:00Z,2013-07-04T00:00:00Z
589,41310,2010-07-02T00:00:00Z,2010-10-03T00:00:00Z,Property,Associate degree,2010-07-02T00:00:00Z,2010-10-03T00:00:00Z,2011-10-03T00:00:00Z,2012-10-03T00:00:00Z,2013-10-03T00:00:00Z
590,41310,2012-02-12T00:00:00Z,2012-05-20T00:00:00Z,Violent,Associate degree,2010-07-02T00:00:00Z,2010-10-03T00:00:00Z,2011-10-03T00:00:00Z,2012-10-03T00:00:00Z,2013-10-03T00:00:00Z
591,41310,2012-11-16T00:00:00Z,2014-06-06T00:00:00Z,Drug,Associate degree,2010-07-02T00:00:00Z,2010-10-03T00:00:00Z,2011-10-03T00:00:00Z,2012-10-03T00:00:00Z,2013-10-03T00:00:00Z
595,41530,2010-01-06T00:00:00Z,2010-07-12T00:00:00Z,Drug,Associate degree,2010-01-06T00:00:00Z,2010-07-12T00:00:00Z,2011-07-12T00:00:00Z,2012-07-12T00:00:00Z,2013-07-12T00:00:00Z
599,41855,2007-08-14T00:00:00Z,2010-04-16T00:00:00Z,Violent,Less than high school,2007-08-14T00:00:00Z,2010-04-16T00:00:00Z,2011-04-16T00:00:00Z,2012-04-16T00:00:00Z,2013-04-16T00:00:00Z
603,42180,2009-07-22T00:00:00Z,2010-02-17T00:00:00Z,Public,High school degree,2009-07-22T00:00:00Z,2010-02-17T00:00:00Z,2011-02-17T00:00:00Z,2012-02-17T00:00:00Z,2013-02-17T00:00:00Z
610,42725,2007-10-31T00:00:00Z,2010-03-03T00:00:00Z,Violent,Bachelor's degree or higher',2007-10-31T00:00:00Z,2010-03-03T00:00:00Z,2011-03-03T00:00:00Z,2012-03-03T00:00:00Z,2013-03-03T00:00:00Z
614,43050,2009-03-05T00:00:00Z,2010-08-06T00:00:00Z,Property,Associate degree,2009-03-05T00:00:00Z,2010-08-06T00:00:00Z,2011-08-06T00:00:00Z,2012-08-06T00:00:00Z,2013-08-06T00:00:00Z
620,43595,2010-04-17T00:00:00Z,2010-09-28T00:00:00Z,Drug,Bachelor's degree or higher',2010-04-17T00:00:00Z,2010-09-28T00:00:00Z,2011-09-28T00:00:00Z,2012-09-28T00:00:00Z,2013-09-28T00:00:00Z
621,43595,2012-03-20T00:00:00Z,2013-06-25T00:00:00Z,Violent,Bachelor's degree or higher',2010-04-17T00:00:00Z,2010-09-28T00:00:00Z,2011-09-28T00:00:00Z,2012-09-28T00:00:00Z,2013-09-28T00:00:00Z
624,43920,2008-05-17T00:00:00Z,2010-06-02T00:00:00Z,Property,Bachelor's degree or higher',2008-05-17T00:00:00Z,2010-06-02T00:00:00Z,2011-06-02T00:00:00Z,2012-06-02T00:00:00Z,2013-06-02T00:00:00Z
628,44245,2007-07-18T00:00:00Z,2010-02-15T00:00:00Z,Violent,High school degree,2007-07-18T00:00:00Z,2010-02-15T00:00:00Z,2011-02-15T00:00:00Z,2012-02-15T00:00:00Z,2013-02-15T00:00:00Z
629,44245,2012-07-04T00:00:00Z,2013-02-08T00:00:00Z,Violent,High school degree,2007-07-18T00:00:00Z,2010-02-15T00:00:00Z,2011-02-15T00:00:00Z,2012-02-15T00:00:00Z,2013-02-15T00:00:00Z
630,44245,2013-12-18T00:00:00Z,2014-04-14T00:00:00Z,Public,High school degree,2007-07-18T00:00:00Z,2010-02-15T00:00:00Z,2011-02-15T00:00:00Z,2012-02-15T00:00:00Z,2013-02-15T00:00:00Z
634,44465,2007-11-15T00:00:00Z,2010-05-22T00:00:00Z,Violent,Less than high school,2007-11-15T00:00:00Z,2010-05-22T00:00:00Z,2011-05-22T00:00:00Z,2012-05-22T00:00:00Z,2013-05-22T00:00:00Z
635,44465,2012-12-02T00:00:00Z,2014-12-18T00:00:00Z,Drug,Less than high school,2007-11-15T00:00:00Z,2010-05-22T00:00:00Z,2011-05-22T00:00:00Z,2012-05-22T00:00:00Z,2013-05-22T00:00:00Z
638,44790,2009-09-15T00:00:00Z,2010-08-23T00:00:00Z,Property,Bachelor's degree or higher',2009-09-15T00:00:00Z,2010-08-23T00:00:00Z,2011-08-23T00:00:00Z,2012-08-23T00:00:00Z,2013-08-23T00:00:00Z
641,45115,2007-12-23T00:00:00Z,2010-01-23T00:00:00Z,Violent,High school degree,2007-12-23T00:00:00Z,2010-01-23T00:00:00Z,2011-01-23T00:00:00Z,2012-01-23T00:00:00Z,2013-01-23T00:00:00Z
648,45660,2009-10-23T00:00:00Z,2010-02-01T00:00:00Z,Public,High school degree,2009-10-23T00:00:00Z,2010-02-01T00:00:00Z,2011-02-01T00:00:00Z,2012-02-01T00:00:00Z,2013-02-01T00:00:00Z
649,45660,2010-11-02T00:00:00Z,2011-08-31T00:00:00Z,Public,High school degree,2009-10-23T00:00:00Z,2010-02-01T00:00:00Z,2011-02-01T00:00:00Z,2012-02-01T00:00:00Z,2013-02-01T00:00:00Z
653,45985,2009-03-31T00:00:00Z,2010-02-10T00:00:00Z,Violent,High school degree,2009-03-31T00:00:00Z,2010-02-10T00:00:00Z,2011-02-10T00:00:00Z,2012-02-10T00:00:00Z,2013-02-10T00:00:00Z
661,46530,2009-05-02T00:00:00Z,2010-12-10T00:00:00Z,Violent,Less than high school,2009-05-02T00:00:00Z,2010-12-10T00:00:00Z,2011-12-10T00:00:00Z,2012-12-10T00:00:00Z,2013-12-10T00:00:00Z
662,46530,2011-11-17T00:00:00Z,2012-06-29T00:00:00Z,Drug,Less than high school,2009-05-02T00:00:00Z,2010-12-10T00:00:00Z,2011-12-10T00:00:00Z,2012-12-10T00:00:00Z,2013-12-10T00:00:00Z
666,46855,2007-07-01T00:00:00Z,2010-01-11T00:00:00Z,Violent,High school degree,2007-07-01T00:00:00Z,2010-01-11T00:00:00Z,2011-01-11T00:00:00Z,2012-01-11T00:00:00Z,2013-01-11T00:00:00Z
673,47400,2009-11-27T00:00:00Z,2010-03-08T00:00:00Z,Public,Bachelor's degree or higher',2009-11-27T00:00:00Z,2010-03-08T00:00:00Z,2011-03-08T00:00:00Z,2012-03-08T00:00:00Z,2013-03-08T00:00:00Z
676,47725,2007-09-11T00:00:00Z,2010-04-25T00:00:00Z,Violent,Less than high school,2007-09-11T00:00:00Z,2010-04-25T00:00:00Z,2011-04-25T00:00:00Z,2012-04-25T00:00:00Z,2013-04-25T00:00:00Z
677,47725,2011-10-22T00:00:00Z,2012-02-27T00:00:00Z,Property,Less than high school,2007-09-11T00:00:00Z,2010-04-25T00:00:00Z,2011-04-25T00:00:00Z,2012-04-25T00:00:00Z,2013-04-25T00:00:00Z
678,47725,2012-12-23T00:00:00Z,2013-11-30T00:00:00Z,Property,Less than high school,2007-09-11T00:00:00Z,2010-04-25T00:00:00Z,2011-04-25T00:00:00Z,2012-04-25T00:00:00Z,2013-04-25T00:00:00Z
682,48050,2009-07-12T00:00:00Z,2010-04-10T00:00:00Z,Property,Some college,2009-07-12T00:00:00Z,2010-04-10T00:00:00Z,2011-04-10T00:00:00Z,2012-04-10T00:00:00Z,2013-04-10T00:00:00Z
683,48050,2011-03-23T00:00:00Z,2011-06-07T00:00:00Z,Violent,Some college,2009-07-12T00:00:00Z,2010-04-10T00:00:00Z,2011-04-10T00:00:00Z,2012-04-10T00:00:00Z,2013-04-10T00:00:00Z
684,48050,2013-04-06T00:00:00Z,2013-12-01T00:00:00Z,Drug,Some college,2009-07-12T00:00:00Z,2010-04-10T00:00:00Z,2011-04-10T00:00:00Z,2012-04-10T00:00:00Z,2013-04-10T00:00:00Z
688,48270,2007-12-24T00:00:00Z,2010-10-03T00:00:00Z,Drug,Associate degree,2007-12-24T00:00:00Z,2010-10-03T00:00:00Z,2011-10-03T00:00:00Z,2012-10-03T00:00:00Z,2013-10-03T00:00:00Z
691,48595,2008-12-14T00:00:00Z,2010-04-07T00:00:00Z,Property,Bachelor's degree or higher',2008-12-14T00:00:00Z,2010-04-07T00:00:00Z,2011-04-07T00:00:00Z,2012-04-07T00:00:00Z,2013-04-07T00:00:00Z
695,48920,2009-01-03T00:00:00Z,2010-02-02T00:00:00Z,Property,Associate degree,2009-01-03T00:00:00Z,2010-02-02T00:00:00Z,2011-02-02T00:00:00Z,2012-02-02T00:00:00Z,2013-02-02T00:00:00Z
702,49465,2007-12-08T00:00:00Z,2010-05-31T00:00:00Z,Violent,Bachelor's degree or higher',2007-12-08T00:00:00Z,2010-05-31T00:00:00Z,2011-05-31T00:00:00Z,2012-05-31T00:00:00Z,2013-05-31T00:00:00Z
